# Single SKU Max Power Table
#   OFDM 6 ~ 54              | |                       HT20 MCS 0 ~ 15                       | |                   HT40 MCS 0 ~ 15                             | |               VHT80 MCS 0 ~ 9             |
ch36 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14 
ch38 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch40 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch42 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch44 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch46 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch48 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 17 17 17 17 16 16 14 14 14 14
ch52 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13
ch54 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13
ch56 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13
ch58 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13
ch60 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
ch62 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
ch64 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 
ch100 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
